Name,Actual_WAR,Predicted_WAR
,0.2,2.6
,-0.3,0.4
,-0.2,-0.5
,-0.1,-0.4
,3.0,2.7
,2.8,2.1
,1.7,1.6866003952415334
,-0.6,0.3
,5.2,3.3
,0.4,0.5
,4.5,1.8
,2.4,0.7
,3.7,2.9
,0.1,1.6
,0.4,0.5
,0.5,0.2
,2.7,2.4
,-0.7,0.8
,-0.3,0.9484367698851403
,2.4,0.3214401515153298
,1.2,0.4
,-0.7,-0.4
,3.0,1.1
,1.1,0.8674126782748542
,-0.1,0.6673399281023732
,0.9,1.1
,2.4,3.9
,5.6,4.15105456254878
,4.6,1.3
,2.8,1.5
,0.8,1.3
,0.2,0.4
,1.7,3.0
,0.1,0.6
,-0.6,-0.4
,1.7,0.5
,4.5,3.2
,3.9,3.3
,0.3,2.1079835605763884
,-0.2,0.4
,-0.1,0.5
,0.2,-0.3
,2.7,2.0
,0.4,1.1
,9.4,7.16550680872801
,1.5,1.2
,-0.4,1.1
,1.9,2.1
,1.7,0.5
,7.0,3.3
,0.4,1.0
,0.3,1.1
,1.9,1.7
,0.6,1.7
,-0.2,-0.4
,0.2,0.6984310010021071
,-0.1,-0.559427730399361
,4.9,1.8
,-0.1,-0.2
,1.4,0.4
,-0.1,-0.4
,0.1,0.7
,0.1,-0.5
,3.2,0.5
,0.4,2.4
,-0.7,0.2
,0.3,0.2
,2.2,1.6
,0.4,1.2
,0.1,0.3
,2.6,1.5088821139369484
,0.1,-0.3
,-0.4,0.2
,2.8,3.3285936338353577
,1.7,0.4
,3.7,4.1878531925258216
,-0.3,-0.4
,0.9,1.2
,-0.4,0.1
,-0.1,0.2
,-0.1,-0.4
,0.2,0.3
,-0.3,-0.4
,0.2,1.0
,5.1,2.4
,5.4,3.3
,-0.1,-0.4
,0.6,2.6
,-0.3,0.3
,0.4,1.1
,0.1,0.1
,-0.9,-0.5
,0.7,0.846949830934368
,0.2,0.2
,1.5,1.8
,-0.7,0.4
,0.9,0.8
,0.1,0.2
,3.3,3.1
,-0.7,-0.5
,-0.4,-0.2
,0.4,0.6
,1.6,1.8
,0.5,0.8
,13.4,11.185172719619569
,2.5,1.4
,1.6,1.4
,0.1,0.6
,0.3,0.3
,7.6,11.280683824704976
,1.7,1.2
,-0.1,-0.4
,0.9,1.8
,-0.8,-0.4
,-0.5,-0.4
,-0.4,-0.4
,0.9,0.8
,2.5,2.5
,-1.0,0.9
,0.6,1.3
,-0.4,-0.4
,-0.1,0.6
,-0.1,-0.5
,-0.1,-0.1
,-0.1,-0.3
,-0.3,0.3
,-0.2,2.1
,0.5,0.3
,-0.3,1.1
,-0.2,-0.3
,0.3,0.45034632458914975
,0.9,2.2
,2.2,0.4
,-0.2,0.5
,-0.2,0.8
,-0.2,-0.4
,-0.2,0.9
,-0.2,-0.4
,0.6,1.7
,-0.1,-0.4
,-0.3,0.8
,0.4,0.4
,-0.7,-0.5
,4.4,3.2
,-0.1,-0.4
,0.4,2.9
,1.8,0.6
,2.0,0.5
,2.3,2.5
,5.5,1.4
,0.5,1.0
,2.2,0.8
,0.8,1.7
,0.5,0.8
,1.6,1.3
,0.3,-0.2
,-1.1,0.3
,4.1,0.7
,2.3,0.4
,1.3,0.2
,0.6,0.7
,-0.4,-0.4
,-1.4,0.4
,0.1,-0.4
,-0.1,-0.4
,-0.7,0.8
,-0.1,0.9
,-0.3,-0.6
,2.7,3.2
,1.9,1.1
,0.1,-0.3
,1.5,0.5423485108393228
,-0.1,0.3
